,sentence,text_no_eraab
144411,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144412,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144413,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144414,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144415,هوا گَرْم شده است.,هوا گرم شده است.
144416,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144417,با بخاری گَرْم شد.,با بخاری گرم شد.
144418,با بخاری گَرْم شد.,با بخاری گرم شد.
144419,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144420,با بخاری گَرْم شد.,با بخاری گرم شد.
144421,هوا گَرْم شده است.,هوا گرم شده است.
144422,با بخاری گَرْم شد.,با بخاری گرم شد.
144423,با بخاری گَرْم شد.,با بخاری گرم شد.
144424,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144425,با بخاری گَرْم شد.,با بخاری گرم شد.
144426,با بخاری گَرْم شد.,با بخاری گرم شد.
144427,هوا گَرْم شده است.,هوا گرم شده است.
144428,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144429,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144430,هوا گَرْم شده است.,هوا گرم شده است.
144431,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144432,هوا گَرْم شده است.,هوا گرم شده است.
144433,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144434,با بخاری گَرْم شد.,با بخاری گرم شد.
144435,با بخاری گَرْم شد.,با بخاری گرم شد.
144436,هوا گَرْم شده است.,هوا گرم شده است.
144437,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144438,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144439,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144440,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144441,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144442,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144443,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144444,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144445,با بخاری گَرْم شد.,با بخاری گرم شد.
144446,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144447,با بخاری گَرْم شد.,با بخاری گرم شد.
144448,هوا گَرْم شده است.,هوا گرم شده است.
144449,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144450,با بخاری گَرْم شد.,با بخاری گرم شد.
144451,هوا گَرْم شده است.,هوا گرم شده است.
144452,با بخاری گَرْم شد.,با بخاری گرم شد.
144453,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144454,با بخاری گَرْم شد.,با بخاری گرم شد.
144455,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144456,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144457,با بخاری گَرْم شد.,با بخاری گرم شد.
144458,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144459,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144460,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144461,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144462,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144463,با بخاری گَرْم شد.,با بخاری گرم شد.
144464,هوا گَرْم شده است.,هوا گرم شده است.
144465,با بخاری گَرْم شد.,با بخاری گرم شد.
144466,هوا گَرْم شده است.,هوا گرم شده است.
144467,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144468,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144469,هوا گَرْم شده است.,هوا گرم شده است.
144470,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144471,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144472,هوا گَرْم شده است.,هوا گرم شده است.
144473,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144474,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144475,هوا گَرْم شده است.,هوا گرم شده است.
144476,با بخاری گَرْم شد.,با بخاری گرم شد.
144477,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144478,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144479,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144480,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144481,هوا گَرْم شده است.,هوا گرم شده است.
144482,با بخاری گَرْم شد.,با بخاری گرم شد.
144483,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144484,با بخاری گَرْم شد.,با بخاری گرم شد.
144485,هوا گَرْم شده است.,هوا گرم شده است.
144486,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144487,هوا گَرْم شده است.,هوا گرم شده است.
144488,هوا گَرْم شده است.,هوا گرم شده است.
144489,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144490,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144491,با بخاری گَرْم شد.,با بخاری گرم شد.
144492,هوا گَرْم شده است.,هوا گرم شده است.
144493,با بخاری گَرْم شد.,با بخاری گرم شد.
144494,هوا گَرْم شده است.,هوا گرم شده است.
144495,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144496,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144497,هوا گَرْم شده است.,هوا گرم شده است.
144498,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144499,هوا گَرْم شده است.,هوا گرم شده است.
144500,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144501,هوا گَرْم شده است.,هوا گرم شده است.
144502,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144503,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144504,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144505,با بخاری گَرْم شد.,با بخاری گرم شد.
144506,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144507,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144508,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144509,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144510,هوا گَرْم شده است.,هوا گرم شده است.
144511,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144512,هوا گَرْم شده است.,هوا گرم شده است.
144513,با بخاری گَرْم شد.,با بخاری گرم شد.
144514,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144515,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144516,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144517,با بخاری گَرْم شد.,با بخاری گرم شد.
144518,با بخاری گَرْم شد.,با بخاری گرم شد.
144519,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144520,با بخاری گَرْم شد.,با بخاری گرم شد.
144521,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144522,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144523,هوا گَرْم شده است.,هوا گرم شده است.
144524,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144525,هوا گَرْم شده است.,هوا گرم شده است.
144526,هوا گَرْم شده است.,هوا گرم شده است.
144527,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144528,هوا گَرْم شده است.,هوا گرم شده است.
144529,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144530,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144531,اتاق بسیار گَرْم بود.,اتاق بسیار گرم بود.
144532,با بخاری گَرْم شد.,با بخاری گرم شد.
144533,با بخاری گَرْم شد.,با بخاری گرم شد.
144534,با بخاری گَرْم شد.,با بخاری گرم شد.
144535,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144536,گَرْم بودن باعث خواب‌آلودگی شد.,گرم بودن باعث خواب‌آلودگی شد.
144537,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144538,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
144539,دستش گَرْم و پرانرژی بود.,دستش گرم و پرانرژی بود.
